customer_id,customer_name,cluster_id,cluster
68,Ramon Pikula,2.0,parents
69,Hortense Molina,5.0,low standards
70,Adrienne Holloway,0.0,spenders
71,Lisa Perry,0.0,spenders
72,Anne Seamon,6.0,alcoholics
73,Linda Ramirez,0.0,spenders
74,Alex Oakes,3.0,veggies
75,Charlene Nicholson,1.0,promo hunters
76,Kristina Arellano,5.0,low standards
77,Christina Hardie,5.0,low standards
78,Leontine Mack,4.0,gamers
79,Juanita Spataro,1.0,promo hunters
80,Sue Rhodes,2.0,parents
81,Kevin Zenz,0.0,spenders
82,Robert Butler,0.0,spenders
83,Willie Davis,1.0,promo hunters
84,Phyllis Cabrera,0.0,spenders
85,Lona Pennington,0.0,spenders
86,John Pimentel,0.0,spenders
87,Ernest Free,3.0,veggies
88,Benjamin Smith,1.0,promo hunters
89,David Savage,0.0,spenders
90,Lori Wiersteiner,6.0,alcoholics
91,Frankie Lapalme,1.0,promo hunters
92,Jill Colon,3.0,veggies
93,Henry Pate,0.0,spenders
94,Paola Pinder,1.0,promo hunters
95,George Hansen,1.0,promo hunters
96,Michael Norman,3.0,veggies
97,James Mathis,5.0,low standards
98,Josephine Tilton,3.0,veggies
99,Tonya Reagan,1.0,promo hunters
100,Wendy Burns,2.0,parents
101,Annie`s Supermarket,9.0,supermarket
102,Edna Perez,3.0,veggies
103,Annie Jackson,3.0,veggies
104,Jerry Hutchins,0.0,spenders
105,Willie Giliberto,2.0,parents
106,Lawrence Dalton,6.0,alcoholics
107,Sue Donahue,3.0,veggies
108,Jessie Tusa,5.0,low standards
109,Maureen Landey,2.0,parents
110,Jarvis Swanson,0.0,spenders
111,Vivienne Harris,1.0,promo hunters
112,Brian Hendrick,3.0,veggies
113,Louise Livingston,1.0,promo hunters
114,Annette Criscuolo,0.0,spenders
115,David Richard,0.0,spenders
116,Angeline Gonzalez,6.0,alcoholics
117,Micheal Grubbs,0.0,spenders
118,Michael Riley,1.0,promo hunters
119,Tina Mallard,2.0,parents
120,Rosemary Taylor,3.0,veggies
121,Tina Bennett,5.0,low standards
122,Patrick Wright,2.0,parents
123,Crystal Rollins,2.0,parents
124,William Bennett,0.0,spenders
125,Norma Smithers,7.0,young adults
126,Gary Davila,0.0,spenders
127,Elyse Stewart,0.0,spenders
128,Robert Bartel,3.0,veggies
129,Gregory Williams,4.0,gamers
130,Jane Shipp,7.0,young adults
131,Hazel Herman,2.0,parents
132,Donnie Sommers,0.0,spenders
133,Billie Owens,3.0,veggies
134,Orval Henry,6.0,alcoholics
135,Michael Stewart,2.0,parents
136,Vella Little,2.0,parents
137,Jo Jones,0.0,spenders
138,Pearl Spence,0.0,spenders
139,Jose Colson,3.0,veggies
140,Fern Laumbach,2.0,parents
141,John Ford,0.0,spenders
142,Carla Moore,5.0,low standards
143,Casey Burchell,1.0,promo hunters
144,Helen Avila,3.0,veggies
145,Michael Kelley,3.0,veggies
146,Jill East,3.0,veggies
147,Raquel Miller,0.0,spenders
148,Paul Bullock,4.0,gamers
149,Maurice Kriss,4.0,gamers
150,Sarah Guzman,5.0,low standards
151,Kenneth Chambers,3.0,veggies
152,Lois Gonzalez,2.0,parents
153,Jack Nelson,7.0,young adults
154,Greg Engelking,8.0,olds
155,Maryann Warner,1.0,promo hunters
156,Leah Williams,4.0,gamers
157,Richard Leon,0.0,spenders
158,Steven Elliot,7.0,young adults
159,Lorinda Cottle,0.0,spenders
160,Frank White,6.0,alcoholics
161,Doris Mccormick,1.0,promo hunters
162,Scott Struble,5.0,low standards
163,Jim Martin,6.0,alcoholics
164,Christina Harrison,2.0,parents
165,Karen Sullivan,3.0,veggies
166,Margaret Lawson,4.0,gamers
167,Barbara Mullins,7.0,young adults
168,Belen Walker,5.0,low standards
169,Robert Broughton,1.0,promo hunters
170,Jenifer Carter,6.0,alcoholics
171,John Krys,0.0,spenders
172,Robert Dishman,3.0,veggies
173,Glenn Farris,0.0,spenders
174,Deborah Vos,4.0,gamers
175,Julie Moran,2.0,parents
176,John Gonzales,4.0,gamers
177,Kenneth Miller,1.0,promo hunters
178,Jackie Brackenridge,2.0,parents
179,Michelle Schrandt,3.0,veggies
180,Ora Parenteau,2.0,parents
181,David Buller,3.0,veggies
182,Richard Carter,6.0,alcoholics
183,Oscar Gay,3.0,veggies
184,Marty Irving,3.0,veggies
185,Charles Calloway,0.0,spenders
186,Jonathan Slater,1.0,promo hunters
187,Oscar Piccolomini,0.0,spenders
188,Sheldon Smith,2.0,parents
189,Helen Gorenberg,3.0,veggies
190,Anita Toner,2.0,parents
191,Evelyn Dancy,3.0,veggies
192,Annie Kawai,1.0,promo hunters
193,Stephanie Chasteen,2.0,parents
194,Angela Veno,8.0,olds
195,Adelina Lax,2.0,parents
196,Anita Land,1.0,promo hunters
197,Shelly Jackson,7.0,young adults
198,Gena Hedrick,0.0,spenders
199,Abigail Thomas,0.0,spenders
200,Saul Fowler,1.0,promo hunters
201,Guillermo Sulley,5.0,low standards
202,Michelle Mackey,5.0,low standards
203,Susan Hester,5.0,low standards
204,Jeffery Adams,1.0,promo hunters
205,Thelma Peacock,5.0,low standards
206,James Montalvo,4.0,gamers
207,Florence Jordan,2.0,parents
208,Linda Peiper,7.0,young adults
209,Nickolas Terry,0.0,spenders
210,Edwin Grillo,1.0,promo hunters
211,James George,1.0,promo hunters
212,Cynthia Sutton,2.0,parents
213,Joann Smith,0.0,spenders
214,Patricia Hippen,4.0,gamers
215,Beatrice Wessel,7.0,young adults
216,Gordon Santacruz,5.0,low standards
217,James Meier,2.0,parents
218,Larry Botello,1.0,promo hunters
219,Joyce Kimmell,1.0,promo hunters
220,Joy Casey,1.0,promo hunters
221,Felicia Washington,1.0,promo hunters
222,Gordon Schrenk,5.0,low standards
223,George Schick,4.0,gamers
224,Javier Stansbury,2.0,parents
225,Jon Clark,4.0,gamers
226,Willie Douglas,7.0,young adults
227,Alma Weatherly,3.0,veggies
228,Carlene Pitre,4.0,gamers
229,Abigail Corvino,3.0,veggies
230,Jerry Hunt,0.0,spenders
231,Kevin Manuel,4.0,gamers
232,Irene Kerr,5.0,low standards
233,Matilda Cotton,7.0,young adults
234,Carolina Gee,4.0,gamers
235,Louise Jones,0.0,spenders
236,Gary Scott,6.0,alcoholics
237,Leland Turner,7.0,young adults
238,Walter Vanarsdale,6.0,alcoholics
239,George Benet,3.0,veggies
240,Helen Wayment,3.0,veggies
241,Shirley Monson,0.0,spenders
242,George Leonhardt,4.0,gamers
243,Julie Wise,7.0,young adults
244,Roland Edwards,5.0,low standards
245,Shirley Henderson,4.0,gamers
246,Dung Tortora,7.0,young adults
247,Donna Ross,1.0,promo hunters
248,Parthenia Sheets,5.0,low standards
249,Florence Rowe,0.0,spenders
250,Michael Reed,0.0,spenders
251,Gary Hoover,6.0,alcoholics
252,Luis Jensen,1.0,promo hunters
253,Shawn Doyle,2.0,parents
254,Marsha Hernandez,7.0,young adults
255,Norma Vanegas,5.0,low standards
256,Helen Creasman,2.0,parents
257,John Sheahan,2.0,parents
258,Johnnie Moore,4.0,gamers
259,Eric Mccall,4.0,gamers
260,Erika Kornfeld,3.0,veggies
261,Dianna Quelette,1.0,promo hunters
262,Doris Hinton,0.0,spenders
263,James Beedle,5.0,low standards
264,Ada Garcia,2.0,parents
265,Margaret Markley,3.0,veggies
266,Cheryl Kukowski,2.0,parents
267,Berry Baker,1.0,promo hunters
268,Kenna Hansen,2.0,parents
269,Lorena Finch,0.0,spenders
270,Joseph Roman,3.0,veggies
271,Stanley Perkins,7.0,young adults
272,Kristen Puleio,3.0,veggies
273,Donald Carruth,0.0,spenders
274,Alice Springer,0.0,spenders
275,Bertha Henkel,0.0,spenders
276,Jack Simmons,0.0,spenders
277,Kevin Brosnan,2.0,parents
278,Eva Bradstreet,0.0,spenders
279,Ruth Carrion,4.0,gamers
280,Shirley Prickett,4.0,gamers
281,Jessie Jabbie,0.0,spenders
282,Mary Murphy,4.0,gamers
283,Chris Wright,7.0,young adults
284,John Reardon,0.0,spenders
285,Flora Taube,5.0,low standards
286,Eloise Mays,5.0,low standards
287,Juliet Conaway,7.0,young adults
288,John Stevens,3.0,veggies
289,Sarah Peterson,7.0,young adults
290,James Lambert,3.0,veggies
291,Sara Poole,5.0,low standards
292,Wendi Freeman,0.0,spenders
293,Charles Powell,2.0,parents
294,Michell Hernandez,0.0,spenders
295,Tommy Mullins,1.0,promo hunters
296,Gary Glory,5.0,low standards
297,Gregory Walsh,2.0,parents
298,Mary Solis,4.0,gamers
299,Carl Cruz,0.0,spenders
300,Jesus Alanis,1.0,promo hunters
301,Manuela Deperro,2.0,parents
302,Michael Mitchell,7.0,young adults
303,Donna Babcock,6.0,alcoholics
304,Candace Webb,3.0,veggies
305,Leslie Maples,0.0,spenders
306,Kevin Alba,2.0,parents
307,Dorothy Rogers,0.0,spenders
308,Mildred Crum,7.0,young adults
309,Jack Olmos,5.0,low standards
310,Julia Fedele,5.0,low standards
311,Bess Salos,7.0,young adults
312,Joseph Dean,2.0,parents
313,David Larson,5.0,low standards
314,Louise Roth,1.0,promo hunters
315,Ronnie Stevens,4.0,gamers
316,Thomas Morgan,0.0,spenders
317,Steven Landes,2.0,parents
318,Anthony Smith,1.0,promo hunters
319,Nelson Hopkins,2.0,parents
320,Brian Santiago,4.0,gamers
321,Jan Davis,3.0,veggies
322,Jasmin`s Supermarket,9.0,supermarket
323,Corinne Terrill,4.0,gamers
324,Mark Menefee,2.0,parents
325,Jose Foster,7.0,young adults
326,Phyllis Cottingham,2.0,parents
327,Terry Richardson,2.0,parents
328,Kevin Laskoski,0.0,spenders
329,Charlene Miller,6.0,alcoholics
330,Robert Book,0.0,spenders
331,Cindy Luhnow,4.0,gamers
332,Sherry Hendrickson,0.0,spenders
333,Michael Gholston,0.0,spenders
334,Ronald Swindell,3.0,veggies
335,Cleo Yount,1.0,promo hunters
336,Jacob Damelio,5.0,low standards
337,Nicole Palacio,4.0,gamers
338,Katherine Montpas,3.0,veggies
339,Teri Josey,3.0,veggies
340,Herbert Swartz,5.0,low standards
341,Stephen Eatmon,1.0,promo hunters
342,Maritza Stringham,6.0,alcoholics
343,Joseph Lerma,5.0,low standards
344,Marla Bryan,5.0,low standards
345,Ina Dabbs,5.0,low standards
346,Donald Bradley,6.0,alcoholics
347,Mildred`s Supermarket,9.0,supermarket
348,Catherine Whitaker,3.0,veggies
349,Jolene Jackson,7.0,young adults
350,Tameka Glander,4.0,gamers
351,Ronald Vazquez,2.0,parents
352,Dorothy Hill,6.0,alcoholics
353,Raymond Whitley,0.0,spenders
354,Mary Carson,1.0,promo hunters
355,John Hopson,4.0,gamers
356,Anthony Coleman,0.0,spenders
357,Victor Kawai,0.0,spenders
358,Daniel Villegas,2.0,parents
359,Enola Pleasant,4.0,gamers
360,Anna Dubard,3.0,veggies
361,Earnestine Frankel,2.0,parents
362,Kenneth Murray,4.0,gamers
363,James Stout,2.0,parents
364,Teresa Hall,0.0,spenders
365,Patricia Hood,2.0,parents
366,Kimberly Mitchell,4.0,gamers
367,Leeann Moore,4.0,gamers
368,Donald Wager,7.0,young adults
369,Denise Hall,3.0,veggies
370,James Martinez,4.0,gamers
371,Mittie Fisher,4.0,gamers
372,Fred Willett,1.0,promo hunters
373,Dale Mcclaren,7.0,young adults
374,Joyce Dunbar,3.0,veggies
375,Gilda Karol,4.0,gamers
376,James Andersen,4.0,gamers
377,Karen Salmon,7.0,young adults
378,Carla Florentino,0.0,spenders
379,David Hardin,3.0,veggies
380,James Edwards,1.0,promo hunters
381,Sharon Gauthier,0.0,spenders
382,Maria Wicks,4.0,gamers
383,Carlos Clear,6.0,alcoholics
384,Edward Carter,7.0,young adults
385,Leslie Chambers,7.0,young adults
386,Joni Sparks,3.0,veggies
387,Kyle Jackson,6.0,alcoholics
388,John Ota,4.0,gamers
389,Jessica Macpartland,3.0,veggies
390,Brenda Sanchez,1.0,promo hunters
391,Christie Mckinney,4.0,gamers
392,Jamie Nelson,2.0,parents
393,Della Berggren,2.0,parents
394,Erika Goldberg,6.0,alcoholics
395,Carlos Major,3.0,veggies
396,Dennis Seabrook,2.0,parents
397,Vincent Magana,6.0,alcoholics
398,Milo Bangs,3.0,veggies
399,Anita Forcier,5.0,low standards
400,Corrina Dillard,3.0,veggies
401,Jessica Howes,2.0,parents
402,Carmen Pamintuan,5.0,low standards
403,Shalon Eldreth,2.0,parents
404,Rita Vonderahe,2.0,parents
405,Edith Wilcutt,4.0,gamers
406,Aida Johnson,4.0,gamers
407,Lynn Makhija,7.0,young adults
408,Joyce James,3.0,veggies
409,John Mcclure,1.0,promo hunters
410,Michael Mauro,0.0,spenders
411,Scott Hutchins,6.0,alcoholics
412,Kathleen Kilgore,7.0,young adults
413,Thurman Meza,0.0,spenders
414,Tricia Shoemaker,3.0,veggies
415,William Green,4.0,gamers
416,Kelly Green,2.0,parents
417,Opal Ray,3.0,veggies
418,Kimberly Okafor,2.0,parents
419,Douglas Hand,7.0,young adults
420,Ellen Groch,4.0,gamers
421,Hanna Lewis,2.0,parents
422,Lindsay Bender,3.0,veggies
423,Jose Epstein,5.0,low standards
424,Paula Christman,1.0,promo hunters
425,Alise Stinchcomb,3.0,veggies
426,Doris Hawkins,2.0,parents
427,Jodie Williams,1.0,promo hunters
428,Bert Myers,5.0,low standards
429,Brandi Cutts,8.0,olds
430,Joseph Gray,3.0,veggies
431,Cynthia Wardwell,2.0,parents
432,John Thielman,1.0,promo hunters
433,Consuelo Day,1.0,promo hunters
434,Patricia Sticker,1.0,promo hunters
435,Allison Bond,4.0,gamers
436,Mark Steinborn,2.0,parents
437,David Castillo,3.0,veggies
438,Christopher Elliott,1.0,promo hunters
439,Raymond Jones,2.0,parents
440,David Fromm,1.0,promo hunters
441,Russell Svec,4.0,gamers
442,Mikel Evans,4.0,gamers
443,Betty Bennett,3.0,veggies
444,Yvonne Tooks,5.0,low standards
445,Michael Belden,4.0,gamers
446,Israel Molacek,2.0,parents
447,Danielle Nichols,1.0,promo hunters
448,Rosario Kelley,4.0,gamers
449,Roberto Chase,1.0,promo hunters
450,Jill Morrison,2.0,parents
451,Jeffrey Morgan,0.0,spenders
452,Ramon Back,7.0,young adults
453,Ricky Hewitt,0.0,spenders
454,John Cox,0.0,spenders
455,Michelle Rogers,3.0,veggies
456,Jeremy Desimone,0.0,spenders
457,Pamela Moser,3.0,veggies
458,Cinthia Whitley,4.0,gamers
459,Mason Feaster,6.0,alcoholics
460,Bobby Naffziger,4.0,gamers
461,Julie Dorko,2.0,parents
462,Jennifer Montano,0.0,spenders
463,Brenda Huff,5.0,low standards
464,Deborah Miller,4.0,gamers
465,Linda Trotman,4.0,gamers
466,Jon Wood,2.0,parents
467,Joanne Horodyski,1.0,promo hunters
468,Ann Siu,3.0,veggies
469,Gary Sweat,1.0,promo hunters
470,Donald Nestor,1.0,promo hunters
471,Don Lambert,3.0,veggies
472,Harry Pannell,1.0,promo hunters
473,Elvis Savage,5.0,low standards
474,Melissa Day,7.0,young adults
475,Michael Stephens,1.0,promo hunters
476,Robert Lyons,0.0,spenders
477,Irene Frisby,0.0,spenders
478,Raymond Poling,8.0,olds
479,Rosa Dyer,1.0,promo hunters
480,Mildred Mayberry,4.0,gamers
481,Herminia Postel,5.0,low standards
482,Kurtis Webb,4.0,gamers
483,Michael Rehm,4.0,gamers
484,Jefferson Dickson,4.0,gamers
485,Ernesto Womack,0.0,spenders
486,Susan Wallace,2.0,parents
487,Betty Crocker,5.0,low standards
488,Joshua Jones,1.0,promo hunters
489,Jack Granstrom,4.0,gamers
490,Adrienne Hussey,2.0,parents
491,Sean Phelps,5.0,low standards
492,Lora Zee,8.0,olds
493,Christopher Mcnamara,1.0,promo hunters
494,Ignacio Galvan,3.0,veggies
495,Patsy Odoms,0.0,spenders
496,Nolan Osbourne,4.0,gamers
497,Kent Pangburn,1.0,promo hunters
498,Hannah Vincent,2.0,parents
499,Jennifer Baptiste,4.0,gamers
500,Robert Flores,3.0,veggies
501,Elijah Lucy,4.0,gamers
502,Larry Cutchall,1.0,promo hunters
503,David Mallory,2.0,parents
504,Judy Taylor,3.0,veggies
505,Paulina Bennett,1.0,promo hunters
506,Louise Gordon,1.0,promo hunters
507,Clara Fuqua,2.0,parents
508,Stanley Ramirez,6.0,alcoholics
509,Kathi Ball,7.0,young adults
510,Karl Mcnitt,3.0,veggies
511,David Inman,5.0,low standards
512,Therese Miller,3.0,veggies
513,Billy Boyd,0.0,spenders
514,Gary Nelson,2.0,parents
515,Hugo Brady,1.0,promo hunters
516,Laura Dixon,1.0,promo hunters
517,Diane Pough,1.0,promo hunters
518,Janie Martinez,6.0,alcoholics
519,Angelia Dadson,1.0,promo hunters
520,Loyd Travis,3.0,veggies
521,Derrick Tompkins,2.0,parents
522,John Schneider,1.0,promo hunters
523,Matthew Holland,0.0,spenders
524,Stephanie Bolivar,0.0,spenders
525,Robert Caraballo,6.0,alcoholics
526,Scott Asher,2.0,parents
527,Robert Bown,3.0,veggies
528,Raymond Wingate,1.0,promo hunters
529,Faye Stahlman,3.0,veggies
530,Stephen Cresswell,8.0,olds
531,Tommy Smith,6.0,alcoholics
532,Amanda`s Supermarket,9.0,supermarket
533,Barry Newport,1.0,promo hunters
534,Victoria Seal,3.0,veggies
535,Pamela Bittner,4.0,gamers
536,Edna Rasmussen,3.0,veggies
537,Sonny Griffin,1.0,promo hunters
538,Brad Poremski,3.0,veggies
539,Maria Keller,3.0,veggies
540,Frank Blane,0.0,spenders
541,Gary Sarracino,3.0,veggies
542,Earnest Figueroa,1.0,promo hunters
543,Linda Ainsworth,2.0,parents
544,Frieda Clarence,4.0,gamers
545,Terry Skerl,2.0,parents
546,Nancy Reardon,3.0,veggies
547,Margaret Montgomery,1.0,promo hunters
548,Daryl Lucas,4.0,gamers
549,Patricia Seaver,5.0,low standards
550,Norma Phillips,2.0,parents
551,Jean Pinette,2.0,parents
552,Barbara`s Supermarket,9.0,supermarket
553,Nicholas Newby,1.0,promo hunters
554,James Ryerson,2.0,parents
555,John Rogers,2.0,parents
556,Oswaldo Young,0.0,spenders
557,Marcy Brewer,1.0,promo hunters
558,Everett Thomas,3.0,veggies
559,Genevieve Virgo,1.0,promo hunters
560,Walter Hilton,4.0,gamers
561,Bruce Sellers,1.0,promo hunters
562,Amber Rogers,7.0,young adults
563,Roslyn Pereira,1.0,promo hunters
564,Wilhelmina Norris,3.0,veggies
565,Roy Ferko,1.0,promo hunters
566,Sarah Pope,4.0,gamers
567,Donald Heinen,5.0,low standards
568,Chantel Ozment,4.0,gamers
569,John Verduzco,5.0,low standards
570,Misty Hardwick,0.0,spenders
571,James Smith,0.0,spenders
572,Charles Lee,1.0,promo hunters
573,Fred Singer,3.0,veggies
574,Jacob Sexton,0.0,spenders
575,David Mitchell,7.0,young adults
576,Sherri Rico,3.0,veggies
577,Donald Uselman,5.0,low standards
578,Donald Black,2.0,parents
579,Loren Larry,1.0,promo hunters
580,Angela Bricker,4.0,gamers
581,Scott Hines,6.0,alcoholics
582,Sylvia Rayner,1.0,promo hunters
583,Charles Rohde,4.0,gamers
584,Ayesha Hossler,5.0,low standards
585,Freda Heard,4.0,gamers
586,Nelson Bousquet,4.0,gamers
587,Cynthia Perkins,3.0,veggies
588,Eddie Damico,1.0,promo hunters
589,Meredith Wooster,2.0,parents
590,Rene Strohl,7.0,young adults
591,Veronica Magner,0.0,spenders
592,Arnold Hamilton,3.0,veggies
593,Everett Fleming,4.0,gamers
594,Mark Rowe,1.0,promo hunters
595,Elizabeth Mimes,4.0,gamers
596,Kyle Law,1.0,promo hunters
597,Geraldine Herron,2.0,parents
598,Louis Madison,5.0,low standards
599,Marjorie Rafferty,2.0,parents
600,Daniel Jones,4.0,gamers
601,Nathan Clark,4.0,gamers
602,Eric Strong,2.0,parents
603,Earline Green,7.0,young adults
604,Mindy Roy,1.0,promo hunters
605,Samantha Flory,1.0,promo hunters
606,Cordell Wontor,7.0,young adults
607,Dorothy Cureton,0.0,spenders
608,Ray Sanders,1.0,promo hunters
609,Terry Randolph,1.0,promo hunters
610,Maureen Bowling,4.0,gamers
611,Susan Rodriguez,4.0,gamers
612,Marilyn Stewart,0.0,spenders
613,Cheryl Fair,3.0,veggies
614,Kristin Martin,5.0,low standards
615,Russell Tanner,6.0,alcoholics
616,Leonard Mcclure,2.0,parents
617,Ronald Beckler,6.0,alcoholics
618,Samantha Meyer,1.0,promo hunters
619,Cathie Graves,4.0,gamers
620,Iva Obrien,2.0,parents
621,Harry Schoolcraft,4.0,gamers
622,Sharon Fairchild,2.0,parents
623,Ray May,2.0,parents
624,Yvonne Culpit,2.0,parents
625,Karen Watts,4.0,gamers
626,Monika Scott,7.0,young adults
627,Michele Buckley,2.0,parents
628,John Maldonado,3.0,veggies
629,Nora Roach,8.0,olds
630,Wilson Charland,0.0,spenders
631,Andrew Jenness,3.0,veggies
632,Pedro Siler,0.0,spenders
633,Sarah Hines,0.0,spenders
634,Bonnie Carnahan,5.0,low standards
635,Lee Pospisil,3.0,veggies
636,Steven Spracklen,1.0,promo hunters
637,Christy Spencer,4.0,gamers
638,Barbara Ezell,2.0,parents
639,Ashley Swensen,2.0,parents
640,Susan Janosek,0.0,spenders
641,Billy Mcgary,7.0,young adults
642,Ronald`s Supermarket,9.0,supermarket
643,Jody Smith,1.0,promo hunters
644,Tommy Salas,7.0,young adults
645,Billie Bloomquist,4.0,gamers
646,Mary Gamache,7.0,young adults
647,Timothy Ashley,7.0,young adults
648,Candelaria Linsley,1.0,promo hunters
649,Mathew Bratcher,3.0,veggies
650,Micheal Morton,1.0,promo hunters
651,Clyde Lewis,0.0,spenders
652,Mary Ramsey,7.0,young adults
653,Judy Daisy,4.0,gamers
654,Jessica Bishop,7.0,young adults
655,Victor Thompson,1.0,promo hunters
656,Jessica Sippel,7.0,young adults
657,Austin Alexander,4.0,gamers
658,Billy Whaley,3.0,veggies
659,Brian Furnace,6.0,alcoholics
660,William Paris,2.0,parents
661,Robert Desch,4.0,gamers
662,Phyllis Calhoun,4.0,gamers
663,Robert Graban,0.0,spenders
664,Russell Connor,1.0,promo hunters
665,David Byerly,8.0,olds
666,Isaac Cogdill,6.0,alcoholics
667,Jack Harris,7.0,young adults
668,Marquis Tillman,0.0,spenders
669,Jon Lindsey,3.0,veggies
670,Jose Cooper,1.0,promo hunters
671,Simonne Cruz,5.0,low standards
672,Kirby Toler,7.0,young adults
673,Carolyn Lee,5.0,low standards
674,James Azcona,6.0,alcoholics
675,John Adams,2.0,parents
676,Robert Martin,0.0,spenders
677,Alfred Mayo,0.0,spenders
678,Charles Brooks,4.0,gamers
679,Jean Kloc,3.0,veggies
680,Donna Benedetto,1.0,promo hunters
681,Carlos Solomon,3.0,veggies
682,William Grimes,0.0,spenders
683,Trudy Anderson,4.0,gamers
684,Brian Carmody,2.0,parents
685,Dora Dunn,5.0,low standards
686,Gloria Lefebvre,4.0,gamers
687,Paul Vanwinkle,2.0,parents
688,Carla King,1.0,promo hunters
689,Nicholas Hubbs,3.0,veggies
690,Valerie Griego,1.0,promo hunters
691,Charlotte Cohan,2.0,parents
692,James Stanley,7.0,young adults
693,Eric Tooze,7.0,young adults
694,Gail Muske,5.0,low standards
695,Tony Goodman,4.0,gamers
696,Wendy Sutton,0.0,spenders
697,Matthew Stricklin,3.0,veggies
698,Mildred Mosley,6.0,alcoholics
699,Mary Tyer,4.0,gamers
700,Luke Jones,3.0,veggies
701,Robert Miller,0.0,spenders
702,Mary Ohlsen,7.0,young adults
703,William Jennings,2.0,parents
704,Denise Rommel,3.0,veggies
705,Emmanuel Parker,3.0,veggies
706,Kathryne Mclaine,1.0,promo hunters
707,Nelson Grignon,1.0,promo hunters
708,Jessica Thompson,4.0,gamers
709,Ricardo Frahm,0.0,spenders
710,Juan Benton,6.0,alcoholics
711,Leigh Bowles,1.0,promo hunters
712,Scott Parry,4.0,gamers
713,Gregory King,2.0,parents
714,Wade Gange,1.0,promo hunters
715,Leona Chan,2.0,parents
716,Carol Burnham,1.0,promo hunters
717,John Gross,2.0,parents
718,Margaret Dye,3.0,veggies
719,Joseph Pedrick,3.0,veggies
720,Kenneth Schleich,0.0,spenders
721,Tammy Mercado,4.0,gamers
722,Jeffrey Wilson,3.0,veggies
723,Gordon Eubanks,3.0,veggies
724,Thomas Frazier,0.0,spenders
725,Perry Mullins,1.0,promo hunters
726,Joan Suarez,3.0,veggies
727,Berry Franks,6.0,alcoholics
728,Manuel Tannehill,6.0,alcoholics
729,Sam Gonzalez,3.0,veggies
730,Paul Neal,0.0,spenders
731,Bertha Hamilton,3.0,veggies
732,Scott Temples,1.0,promo hunters
733,Lorene Howard,0.0,spenders
734,Nina Smith,1.0,promo hunters
735,Russell Murtha,3.0,veggies
736,Michael Abplanalp,1.0,promo hunters
737,Roy Navarro,3.0,veggies
738,Carolyn Cail,4.0,gamers
739,Jeffrey High,2.0,parents
740,Nick Mercer,1.0,promo hunters
741,Michael Kerr,1.0,promo hunters
742,Tony Burger,5.0,low standards
743,Susan Dicks,3.0,veggies
744,Nancy Sammon,7.0,young adults
745,Guadalupe Banks,3.0,veggies
746,Abe Goins,4.0,gamers
747,Victoria Vasquez,2.0,parents
748,Ruth Rico,4.0,gamers
749,Earl Oubre,3.0,veggies
750,Matthew Bostic,2.0,parents
